Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,adj_pvalue,Gene_name
ENSMUSG00000042050,96.40684535667954,-0.17414856792410893,0.32158452237849217,-0.5415328033702537,0.5881403938133003,0.9995592180070957,Dync2i1
ENSMUSG00000041872,20.756759654727368,0.7125642106603276,0.6188649990448607,1.1514049296051314,0.24956568674638946,0.9995592180070957,Il17f
ENSMUSG00000041859,14.091159079709584,1.7250762576588783,1.2686465418701907,1.3597768966569965,0.1739005355649137,0.9995592180070957,Mcm3
ENSMUSG00000042369,51.60733443431824,-0.020137040859020426,0.49236904106219087,-0.040898267721257736,0.9673769984518229,0.9995592180070957,Rbm45
ENSMUSG00000041765,955.5985341684307,-0.13847878346716289,0.17266507229339562,-0.8020080820506491,0.42254828315316406,0.9995592180070957,Ubac2
ENSMUSG00000041763,473.8982100781617,-0.003016044132665988,0.20082423155880783,-0.015018327764808563,0.988017558589356,0.9995592180070957,Tpp2
ENSMUSG00000042460,520.9099388843977,0.21293315514548453,0.33395107401313223,0.6376178180433436,0.5237224940226944,0.9995592180070957,C1galt1
ENSMUSG00000042462,95.59530329927613,0.1439458842325345,0.29234749553177997,0.49237939928541885,0.6224511597681003,0.9995592180070957,Dctpp1
ENSMUSG00000041762,28.07580675382828,0.4855663535716278,2.042066739571693,0.23778182375835152,0.8120503169341473,0.9995592180070957,Gpr155
ENSMUSG00000041747,233.45421381084563,-0.3232469675477439,0.22102501512128808,-1.4624904215948644,0.143606867232604,0.9995592180070957,Utp15
ENSMUSG00000042472,242.19824502932516,0.42647515422666665,0.3307458076643542,1.2894347996073772,0.1972469697629471,0.9995592180070957,Zfp410
ENSMUSG00000041740,2409.4800176575436,-0.14664067496318758,0.21568079885340516,-0.6798967536412778,0.4965698373317934,0.9995592180070957,Rnf10
ENSMUSG00000042473,158.83573464600457,0.09492538747611681,0.2617638093042816,0.36263755378717333,0.7168756533113164,0.9995592180070957,Tbc1d8b
ENSMUSG00000042485,21.094536515038662,0.2500295664852707,0.6038589820324893,0.4140529062658182,0.6788353610675546,0.9995592180070957,Mustn1
ENSMUSG00000042487,187.13102191571255,-0.3565322908296192,0.3033280822768285,-1.17540152614104,0.23983411321694503,0.9995592180070957,Leo1
ENSMUSG00000041736,1308.4787310848442,0.006677525652312045,0.24823543891780336,0.026899969164044833,0.9785395181130925,0.9995592180070957,Tspo
ENSMUSG00000041734,62.13865740648141,0.2815124309466675,0.4750699430238363,0.5925704942620266,0.5534686303223197,0.9995592180070957,Kirrel1
ENSMUSG00000041733,18.77176699921178,-0.47765570864753326,0.6221864218518449,-0.7677051312464557,0.4426623870038594,0.9995592180070957,Coq5
ENSMUSG00000041731,10.189872390571447,0.2084667046620933,0.984782110270792,0.21168815161027837,0.8323503322730844,0.9995592180070957,Pgm5
ENSMUSG00000041730,4.974922764491367,1.7393743661435128,1.660640697575888,1.0474116217207947,0.2949097739146883,0.9995592180070957,Drgx
